"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","SERVER3",,,,"User:","ahmet"
"Cmdline:","dstat --epoch -m --all -l --noheaders --nocolor --output hazelcast-simulator-0.13-SNAPSHOT/workers/2021-03-26__12_05_41/A3_dstat.csv 5",,,,"Date:","26 Mar 2021 12:05:47 +03"

"epoch","memory usage",,,,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"load avg",,
1616749607.253,7828025344.0,811888640.0,21969022976.0,7.80700471296e+11,0.005,0.020,99.975,0.0,0.0,0.0,0.0,4096.0,181.600,45.400,0.0,0.0,1148.800,1667.0,1.010,1.050,1.050
1616749612.253,7827767296.0,811888640.0,21969027072.0,7.80700725248e+11,0.010,0.030,99.960,0.0,0.0,0.0,0.0,0.0,240.0,43.200,0.0,0.0,1152.600,1626.400,1.010,1.050,1.050
1616749617.253,7827099648.0,811888640.0,21969027072.0,7.80701392896e+11,0.015,0.020,99.965,0.0,0.0,0.0,0.0,2457.600,213.800,109.400,0.0,0.0,1165.800,1659.0,1.010,1.050,1.050
1616749622.253,7827116032.0,811888640.0,21969027072.0,7.80701376512e+11,0.005,0.040,99.955,0.0,0.0,0.0,0.0,0.0,280.800,88.600,0.0,0.0,1162.200,1647.600,1.010,1.050,1.050
1616749627.253,7826989056.0,811888640.0,21969027072.0,7.80701503488e+11,0.010,0.105,99.885,0.0,0.0,0.0,0.0,71884.800,123.800,32.600,0.0,0.0,1173.400,1619.800,1.010,1.040,1.050
1616749632.253,7830081536.0,811888640.0,21970554880.0,7.806968832e+11,0.040,0.110,99.850,0.0,0.0,0.0,0.0,52428.800,326571.400,9719.400,0.0,0.0,2008.400,2680.400,1.010,1.040,1.050
1616749637.253,7830130688.0,811888640.0,21973442560.0,7.80693946368e+11,0.030,0.055,99.910,0.0,0.0,0.005,0.0,4915.200,595004.600,15665.800,0.0,0.0,2194.600,3079.0,1.0,1.040,1.050
1616749642.253,7829635072.0,811888640.0,21976064000.0,7.80691820544e+11,0.020,0.060,99.920,0.0,0.0,0.0,0.0,0.0,597630.400,17532.400,0.0,0.0,2287.800,3187.400,1.0,1.040,1.050
1616749647.253,7829217280.0,811888640.0,21978947584.0,7.80689354752e+11,0.025,0.180,99.790,0.0,0.0,0.005,0.0,0.0,597266.400,17290.600,0.0,0.0,2370.400,3256.800,1.0,1.040,1.050
1616749652.253,7828336640.0,811888640.0,21982334976.0,7.80686848e+11,0.045,0.195,99.755,0.0,0.0,0.005,0.0,1638.400,597195.0,17762.0,0.0,0.0,2364.600,3162.400,1.0,1.040,1.050
1616749657.253,7829192704.0,811888640.0,21984264192.0,7.8068406272e+11,0.025,0.150,99.825,0.0,0.0,0.0,0.0,64000.0,599901.200,17710.200,0.0,0.0,2304.0,3186.800,1.0,1.040,1.050
1616749662.253,7829041152.0,811888640.0,21987528704.0,7.8068094976e+11,0.030,0.070,99.900,0.0,0.0,0.0,0.0,2448588.800,598470.800,17699.200,0.0,0.0,2340.800,3184.0,1.0,1.040,1.050
1616749667.253,7828889600.0,811888640.0,21990187008.0,7.80678443008e+11,0.035,0.065,99.895,0.0,0.0,0.005,0.0,0.0,591469.800,17467.0,0.0,0.0,2281.600,3103.0,1.0,1.040,1.050
1616749672.253,7829782528.0,811888640.0,21991735296.0,7.80676001792e+11,0.050,0.190,99.760,0.0,0.0,0.0,0.0,218726.400,316744.200,11585.600,0.0,0.0,2053.800,2599.0,1.0,1.040,1.050
1616749677.253,7829684224.0,811888640.0,21991739392.0,7.80676096e+11,0.015,0.110,99.875,0.0,0.0,0.0,0.0,0.0,15352.600,765.800,0.0,0.0,1223.400,1697.800,1.0,1.040,1.050
1616749682.253,7829475328.0,811888640.0,21991739392.0,7.80676304896e+11,0.010,0.030,99.960,0.0,0.0,0.0,0.0,228556.800,28794.200,1178.800,0.0,0.0,1236.800,1741.600,1.0,1.040,1.050
1616749687.253,7829413888.0,811888640.0,21992005632.0,7.80676100096e+11,0.025,0.025,99.950,0.0,0.0,0.0,0.0,529100.800,57243.0,1769.0,0.0,0.0,1254.600,1787.800,1.0,1.040,1.050
1616749692.253,7829032960.0,811888640.0,21992529920.0,7.80675956736e+11,0.010,0.055,99.935,0.0,0.0,0.0,0.0,564428.800,101221.0,2845.0,0.0,0.0,1325.400,1851.0,1.0,1.040,1.050
1616749697.253,7829286912.0,811888640.0,21993578496.0,7.80674654208e+11,0.015,0.090,99.895,0.0,0.0,0.0,0.0,646348.800,215419.600,6346.200,0.0,0.0,1545.400,2134.600,1.0,1.040,1.050
1616749702.253,7829016576.0,811888640.0,21994102784.0,7.80674400256e+11,0.020,0.035,99.940,0.0,0.0,0.005,0.0,201523.200,95089.200,4267.600,0.0,0.0,1426.200,1979.400,1.0,1.040,1.050
1616749707.253,7828914176.0,811888640.0,21995679744.0,7.80672925696e+11,0.020,0.035,99.945,0.0,0.0,0.0,0.0,0.0,343766.0,9105.400,0.0,0.0,1697.200,2393.200,1.0,1.040,1.050
1616749712.253,7828676608.0,811888640.0,21995679744.0,7.80673163264e+11,0.015,0.030,99.955,0.0,0.0,0.0,0.0,0.0,130.400,25.600,0.0,0.0,1190.200,1712.200,1.0,1.040,1.050
1616749717.253,7828570112.0,811888640.0,21995679744.0,7.8067326976e+11,0.010,0.025,99.965,0.0,0.0,0.0,0.0,844697.600,157.800,51.200,0.0,0.0,1377.800,1727.0,1.0,1.040,1.050
1616749722.253,7830589440.0,811888640.0,21995679744.0,7.80671250432e+11,0.015,0.030,99.955,0.0,0.0,0.0,0.0,819.200,277704.0,21769.600,0.0,0.0,1654.200,1714.600,1.0,1.040,1.050
1616749727.253,7831392256.0,811888640.0,21995679744.0,7.80670447616e+11,0.010,0.020,99.970,0.0,0.0,0.0,0.0,0.0,88038.600,6989.200,0.0,0.0,1243.400,1676.0,1.0,1.030,1.050
1616749732.253,7831248896.0,811888640.0,21995679744.0,7.80670590976e+11,0.010,0.095,99.895,0.0,0.0,0.0,0.0,4096.0,212.600,59.400,0.0,0.0,1195.800,1723.0,1.0,1.030,1.050
1616749737.253,7831293952.0,811888640.0,21995683840.0,7.80670541824e+11,0.015,0.145,99.840,0.0,0.0,0.0,0.0,2457.600,580.800,175.800,0.0,0.0,1204.600,1624.200,1.0,1.030,1.050
1616749742.253,7828516864.0,811888640.0,21997780992.0,7.8067122176e+11,0.015,0.170,99.815,0.0,0.0,0.0,0.0,475955.200,117372.400,7498.400,0.0,0.0,1490.200,1922.0,1.0,1.030,1.050
1616749747.253,7828451328.0,811888640.0,21998305280.0,7.80670763008e+11,0.010,0.160,99.830,0.0,0.0,0.0,0.0,74854.400,95858.600,2580.200,0.0,0.0,1370.400,1909.400,1.0,1.030,1.050
1616749752.253,7828369408.0,811888640.0,22000910336.0,7.80668239872e+11,0.025,0.175,99.800,0.0,0.0,0.0,0.0,0.0,439500.0,11455.600,0.0,0.0,1949.800,2688.800,1.0,1.030,1.050
1616749757.253,7828189184.0,811888640.0,22001979392.0,7.8066735104e+11,0.020,0.090,99.885,0.0,0.0,0.005,0.0,0.0,337665.400,8825.800,0.0,0.0,1778.0,2435.0,1.0,1.030,1.050
1616749762.253,7828545536.0,811888640.0,22003814400.0,7.8066515968e+11,0.025,0.050,99.925,0.0,0.0,0.0,0.0,1159987.200,341521.0,8954.0,0.0,0.0,1814.600,2544.800,1.0,1.030,1.050
1616749767.253,7828578304.0,811888640.0,22005637120.0,7.80663304192e+11,0.025,0.040,99.935,0.0,0.0,0.0,0.0,0.0,350987.400,9236.200,0.0,0.0,1800.0,2551.200,1.0,1.030,1.050
1616749772.253,7828697088.0,811888640.0,22006964224.0,7.80661858304e+11,0.025,0.040,99.935,0.0,0.0,0.0,0.0,0.0,365511.600,9516.0,0.0,0.0,1810.800,2602.800,1.0,1.030,1.050
1616749777.253,7828865024.0,811888640.0,22008369152.0,7.8066028544e+11,0.020,0.030,99.950,0.0,0.0,0.0,0.0,59084.800,195977.600,5385.400,0.0,0.0,1546.200,2219.600,1.0,1.030,1.050
1616749782.253,7829942272.0,811888640.0,22008799232.0,7.80658778112e+11,0.015,0.035,99.945,0.0,0.0,0.005,0.0,1001881.600,246094.600,9878.800,0.0,0.0,1561.400,2084.800,1.0,1.030,1.050
1616749787.253,7831326720.0,811888640.0,22009573376.0,7.8065661952e+11,0.015,0.025,99.960,0.0,0.0,0.0,0.0,0.0,362852.600,28056.600,0.0,0.0,1725.0,1709.0,1.0,1.030,1.050
1616749792.253,7829610496.0,811888640.0,22010621952.0,7.80657287168e+11,0.010,0.090,99.900,0.0,0.0,0.0,0.0,0.0,34246.600,2058.800,0.0,0.0,1245.600,1641.0,1.0,1.030,1.050
1616749797.253,7829282816.0,811888640.0,22010900480.0,7.8065733632e+11,0.010,0.145,99.845,0.0,0.0,0.0,0.0,0.0,594857.400,35763.0,0.0,0.0,2101.200,1724.600,1.0,1.030,1.050
1616749802.253,7833743360.0,811888640.0,22010908672.0,7.80652867584e+11,0.025,0.170,99.805,0.0,0.0,0.0,0.0,0.0,269771.200,18592.0,0.0,0.0,1677.0,1766.400,1.0,1.030,1.050
1616749807.253,7833116672.0,811888640.0,22011695104.0,7.8065270784e+11,0.025,0.160,99.815,0.0,0.0,0.0,0.0,484147.200,359882.200,21205.400,0.0,0.0,1813.200,1942.600,1.0,1.030,1.050
1616749812.253,7833227264.0,811888640.0,22011695104.0,7.80652597248e+11,0.005,0.165,99.830,0.0,0.0,0.0,0.0,0.0,92213.800,5708.0,0.0,0.0,1307.800,1634.0,1.0,1.030,1.050
1616749817.253,7834492928.0,811888640.0,22011699200.0,7.80651327488e+11,0.010,0.145,99.845,0.0,0.0,0.0,0.0,0.0,244221.400,18211.400,0.0,0.0,1591.600,1758.400,1.0,1.030,1.050
1616749822.253,7832952832.0,811888640.0,22013272064.0,7.8065129472e+11,0.015,0.040,99.945,0.0,0.0,0.0,0.0,163020.800,134018.0,6301.600,0.0,0.0,1375.800,1817.400,1.0,1.030,1.050
1616749827.253,7833251840.0,811888640.0,22013796352.0,7.80650471424e+11,0.015,0.030,99.955,0.0,0.0,0.0,0.0,0.0,360528.0,18114.600,0.0,0.0,1745.800,1957.0,1.0,1.020,1.050
1616749832.253,7833260032.0,811888640.0,22015107072.0,7.80649152512e+11,0.010,0.030,99.960,0.0,0.0,0.0,0.0,478412.800,254559.400,16874.800,0.0,0.0,1527.200,1718.200,1.0,1.020,1.050
1616749837.253,7833165824.0,811888640.0,22016421888.0,7.80647931904e+11,0.020,0.110,99.870,0.0,0.0,0.0,0.0,77721.600,362502.200,9507.0,0.0,0.0,1788.400,2480.600,1.0,1.020,1.050
1616749842.253,7831531520.0,811888640.0,22017556480.0,7.80648431616e+11,0.025,0.165,99.810,0.0,0.0,0.0,0.0,0.0,145034.200,4082.200,0.0,0.0,1539.800,2033.0,1.0,1.020,1.050
1616749847.253,7832125440.0,811888640.0,22017585152.0,7.80647809024e+11,0.020,0.155,99.825,0.0,0.0,0.0,0.0,0.0,870.800,616.200,0.0,0.0,1452.400,1727.0,1.0,1.020,1.050
1616749852.253,8061898752.0,811888640.0,22017654784.0,7.8041796608e+11,0.710,0.225,99.065,0.0,0.0,0.0,0.0,819.200,3317.0,630.800,0.0,0.0,2633.200,6184.600,1.0,1.020,1.050
1616749857.253,8198479872.0,811888640.0,22017675264.0,7.8028136448e+11,1.045,0.185,98.770,0.0,0.0,0.0,0.0,0.0,1578.200,1411.400,0.0,0.0,3312.400,7103.800,1.0,1.020,1.050
1616749862.253,8198868992.0,811888640.0,22017675264.0,7.8028097536e+11,0.060,0.045,99.895,0.0,0.0,0.0,0.0,4915.200,518.200,712.0,0.0,0.0,1531.200,2197.200,1.0,1.020,1.050
1616749867.253,8237694976.0,811888640.0,22017695744.0,7.80242128896e+11,0.705,0.125,99.169,0.0,0.0,0.0,0.0,757760.0,158294.400,35425.600,0.0,0.0,3466.400,7191.200,1.0,1.020,1.050
1616749872.249,8411738112.0,811888640.0,22017699840.0,7.80068081664e+11,3.597,0.752,95.551,0.0,0.0,0.100,0.0,6553.600,15201822.800,8601491.800,0.0,0.0,16239.600,48569.600,1.0,1.020,1.050
1616749877.253,8428503040.0,811888640.0,22017708032.0,7.80051308544e+11,0.986,0.330,98.678,0.0,0.0,0.005,0.0,4915.200,1779337.800,1465160.0,0.0,0.0,9394.800,10970.200,1.0,1.020,1.050
1616749882.253,8443387904.0,811888640.0,22017708032.0,7.8003642368e+11,0.696,0.371,98.923,0.0,0.0,0.010,0.0,819.200,894593.800,1238419.800,0.0,0.0,10425.600,12215.0,1.080,1.040,1.050
1616749887.253,8460492800.0,811888640.0,22017716224.0,7.80019310592e+11,0.391,0.356,99.243,0.0,0.0,0.010,0.0,18841.600,895877.800,1279885.200,0.0,0.0,10719.0,12649.600,1.080,1.040,1.050
1616749892.253,8477237248.0,811888640.0,22017716224.0,7.80002566144e+11,0.256,0.381,99.353,0.0,0.0,0.010,0.0,9830.400,903693.200,1282324.600,0.0,0.0,10430.0,12181.600,1.070,1.040,1.050
1616749897.253,8493694976.0,811888640.0,22017724416.0,7.79986100224e+11,0.170,0.346,99.478,0.0,0.0,0.005,0.0,74137.600,873613.0,1245350.600,0.0,0.0,10137.400,11903.400,1.060,1.030,1.050
1616749902.253,8510300160.0,811888640.0,22017728512.0,7.79969490944e+11,0.150,0.356,99.489,0.0,0.0,0.005,0.0,2457.600,879812.0,1241592.600,0.0,0.0,10290.0,11994.0,1.060,1.030,1.050
1616749907.253,8522530816.0,811888640.0,22017728512.0,7.79957260288e+11,0.165,0.321,99.504,0.0,0.0,0.010,0.0,2457.600,858327.600,1228762.0,0.0,0.0,10159.600,11889.800,1.050,1.030,1.050
1616749912.253,8539398144.0,811888640.0,22017728512.0,7.7994039296e+11,0.170,0.391,99.424,0.0,0.0,0.015,0.0,0.0,905115.800,1247713.600,0.0,0.0,10205.0,11936.800,1.050,1.030,1.050
1616749917.253,8556019712.0,811888640.0,22017732608.0,7.79923767296e+11,0.190,0.366,99.429,0.0,0.0,0.015,0.0,4915.200,890740.800,1257077.0,0.0,0.0,10296.0,12124.600,1.050,1.030,1.050
1616749922.253,8632918016.0,811888640.0,22017736704.0,7.79846864896e+11,0.251,0.351,99.378,0.0,0.0,0.020,0.0,6553.600,896221.0,1252909.400,0.0,0.0,10230.200,12048.600,1.040,1.030,1.050
1616749927.253,8636760064.0,811888640.0,22017736704.0,7.79843022848e+11,0.180,0.331,99.474,0.0,0.0,0.015,0.0,70963.200,885213.800,1250475.800,0.0,0.0,10204.0,12040.200,1.040,1.030,1.050
1616749932.249,8638251008.0,811888640.0,22017740800.0,7.79841527808e+11,0.136,0.316,99.538,0.0,0.0,0.010,0.0,0.0,881175.800,1245517.200,0.0,0.0,10122.0,11946.600,1.040,1.030,1.050
1616749937.253,8638951424.0,811888640.0,22017744896.0,7.79840823296e+11,0.160,0.316,99.509,0.0,0.0,0.015,0.0,4096.0,889776.200,1243595.0,0.0,0.0,10010.600,12004.800,1.030,1.030,1.050
1616749942.253,8639143936.0,811888640.0,22017744896.0,7.79840630784e+11,0.130,0.366,99.494,0.0,0.0,0.010,0.0,2457.600,873895.200,1234193.800,0.0,0.0,10004.0,11917.200,1.030,1.030,1.050
1616749947.253,8639942656.0,811888640.0,22017753088.0,7.79839823872e+11,0.170,0.336,99.474,0.0,0.0,0.020,0.0,4915.200,901886.200,1284471.600,0.0,0.0,10439.200,12193.600,1.030,1.030,1.050
1616749952.253,8639975424.0,811888640.0,22017753088.0,7.79839791104e+11,0.160,0.331,99.499,0.0,0.0,0.010,0.0,4096.0,869481.200,1250414.200,0.0,0.0,10164.800,11872.400,1.110,1.050,1.050
1616749957.253,8640958464.0,811888640.0,22017753088.0,7.79838808064e+11,0.175,0.331,99.484,0.0,0.0,0.010,0.0,57446.400,878698.0,1246381.200,0.0,0.0,9995.800,11831.800,1.100,1.040,1.050
1616749962.253,8644358144.0,811888640.0,22017757184.0,7.79835404288e+11,0.175,0.401,99.409,0.0,0.0,0.015,0.0,1638.400,912418.200,1285654.0,0.0,0.0,10413.200,12124.0,1.090,1.040,1.050
1616749967.251,8645439488.0,811888640.0,22017761280.0,7.79834318848e+11,0.150,0.301,99.539,0.0,0.0,0.010,0.0,0.0,883703.800,1268123.800,0.0,0.0,10308.600,11853.800,1.080,1.040,1.050
1616749972.253,8645758976.0,811888640.0,22017761280.0,7.7983399936e+11,0.160,0.321,99.504,0.0,0.0,0.015,0.0,819.200,901474.800,1296542.200,0.0,0.0,10230.800,11779.400,1.080,1.040,1.050
1616749977.253,8646082560.0,811888640.0,22017769472.0,7.79833667584e+11,0.170,0.351,99.469,0.0,0.0,0.010,0.0,6553.600,903338.200,1276430.0,0.0,0.0,10632.400,12001.200,1.070,1.040,1.050
1616749982.253,8647036928.0,811888640.0,22017769472.0,7.79832713216e+11,0.155,0.301,99.534,0.0,0.0,0.010,0.0,8192.0,900611.600,1230297.400,0.0,0.0,10146.600,11803.800,1.060,1.040,1.050
1616749987.253,8647434240.0,811888640.0,22017773568.0,7.79832311808e+11,0.165,0.346,99.474,0.0,0.0,0.015,0.0,52428.800,894352.600,1258157.400,0.0,0.0,10285.600,11937.0,1.060,1.040,1.050
1616749992.253,8648208384.0,811888640.0,22017777664.0,7.79831533568e+11,0.150,0.381,99.459,0.0,0.0,0.010,0.0,0.0,884390.600,1254134.400,0.0,0.0,10106.800,11784.600,1.050,1.040,1.050
1616749997.253,8649015296.0,811888640.0,22017785856.0,7.79830718464e+11,0.175,0.386,99.434,0.0,0.0,0.005,0.0,0.0,886352.600,1251642.200,0.0,0.0,10234.200,11897.600,1.050,1.040,1.050
1616750002.253,8650375168.0,811888640.0,22017785856.0,7.79829358592e+11,0.150,0.456,99.389,0.0,0.0,0.005,0.0,0.0,907055.600,1268846.800,0.0,0.0,10269.400,11826.0,1.050,1.040,1.050
1616750007.253,8656326656.0,811888640.0,22017789952.0,7.79823403008e+11,0.170,0.376,99.439,0.0,0.0,0.015,0.0,6553.600,875464.200,1258032.800,0.0,0.0,10404.400,11851.200,1.040,1.040,1.050
1616750012.253,8662646784.0,811888640.0,22017789952.0,7.7981708288e+11,0.145,0.351,99.489,0.0,0.0,0.015,0.0,9011.200,906325.0,1233342.400,0.0,0.0,10028.600,11671.800,1.040,1.040,1.050
1616750017.253,8669937664.0,811888640.0,22017789952.0,7.79809792e+11,0.135,0.386,99.464,0.0,0.0,0.015,0.0,52428.800,878653.800,1250364.600,0.0,0.0,10118.200,11898.800,1.040,1.040,1.050
1616750022.253,8675819520.0,811888640.0,22017789952.0,7.79803910144e+11,0.130,0.331,99.524,0.0,0.0,0.015,0.0,0.0,869721.400,1267710.0,0.0,0.0,10120.600,11929.200,1.030,1.040,1.050
1616750027.253,8680919040.0,811888640.0,22017802240.0,7.79798798336e+11,0.205,0.366,99.424,0.0,0.0,0.005,0.0,2457.600,885729.200,1245098.600,0.0,0.0,10142.600,11834.800,1.030,1.040,1.050
1616750032.253,8684822528.0,811888640.0,22017802240.0,7.79794894848e+11,0.135,0.351,99.509,0.0,0.0,0.005,0.0,0.0,895940.200,1261130.200,0.0,0.0,10129.800,11944.200,1.030,1.040,1.050
1616750037.253,8689070080.0,811888640.0,22017810432.0,7.79790639104e+11,0.130,0.341,99.514,0.0,0.0,0.015,0.0,4915.200,889289.200,1228587.400,0.0,0.0,10091.600,11805.200,1.030,1.040,1.050
1616750042.253,8693764096.0,811888640.0,22017810432.0,7.79785945088e+11,0.125,0.341,99.519,0.0,0.0,0.015,0.0,4915.200,871256.0,1261634.200,0.0,0.0,10051.600,11850.600,1.020,1.040,1.050
1616750047.253,8697278464.0,811888640.0,22017814528.0,7.79782426624e+11,0.140,0.316,99.534,0.0,0.0,0.010,0.0,57446.400,875241.200,1248901.200,0.0,0.0,10144.800,11798.200,1.020,1.040,1.050
1616750052.249,8701767680.0,811888640.0,22017814528.0,7.79777937408e+11,0.201,0.291,99.493,0.0,0.0,0.015,0.0,1638.400,897093.600,1246954.200,0.0,0.0,9991.800,11779.800,1.020,1.040,1.050
1616750057.253,8706363392.0,811888640.0,22017818624.0,7.797733376e+11,0.130,0.301,99.559,0.0,0.0,0.010,0.0,0.0,867868.800,1232308.200,0.0,0.0,10196.200,11746.800,1.020,1.030,1.050
1616750062.253,8776949760.0,811888640.0,22017822720.0,7.79702747136e+11,0.215,0.441,99.324,0.0,0.0,0.020,0.0,4915.200,890429.800,1260535.400,0.0,0.0,10170.800,12051.0,1.100,1.050,1.050
1616750067.253,8778096640.0,811888640.0,22017826816.0,7.7970159616e+11,0.160,0.301,99.519,0.0,0.0,0.020,0.0,4915.200,882734.600,1252640.400,0.0,0.0,10223.800,11895.0,1.090,1.050,1.050
1616750072.253,8784826368.0,811888640.0,22017826816.0,7.79694866432e+11,0.135,0.341,99.514,0.0,0.0,0.010,0.0,4915.200,870408.0,1241740.600,0.0,0.0,10147.400,11773.0,1.080,1.050,1.050
1616750077.253,8787869696.0,811888640.0,22017830912.0,7.79691819008e+11,0.140,0.376,99.474,0.0,0.0,0.010,0.0,61644.800,894322.800,1262195.200,0.0,0.0,9941.600,11875.400,1.080,1.050,1.050
1616750082.253,8788680704.0,811888640.0,22017835008.0,7.79691003904e+11,0.170,0.311,99.504,0.0,0.0,0.015,0.0,1638.400,895521.200,1282266.800,0.0,0.0,10086.600,11912.800,1.150,1.060,1.050
1616750087.253,8789106688.0,811888640.0,22017839104.0,7.79690573824e+11,0.160,0.341,99.494,0.0,0.0,0.005,0.0,0.0,874877.0,1260196.400,0.0,0.0,10287.600,11773.200,1.140,1.060,1.050
1616750092.253,8789098496.0,811888640.0,22017839104.0,7.79690582016e+11,0.130,0.286,99.564,0.0,0.0,0.020,0.0,0.0,890154.400,1259614.400,0.0,0.0,10079.600,11788.600,1.210,1.080,1.060
1616750097.253,8789250048.0,811888640.0,22017839104.0,7.79690430464e+11,0.145,0.331,99.509,0.0,0.0,0.015,0.0,8192.0,871384.0,1269921.0,0.0,0.0,10118.600,11802.400,1.190,1.080,1.060
1616750102.253,8789221376.0,811888640.0,22017843200.0,7.7969045504e+11,0.145,0.326,99.514,0.0,0.0,0.015,0.0,6553.600,884656.600,1290379.0,0.0,0.0,10557.400,11906.800,1.250,1.090,1.060
1616750107.253,8789602304.0,811888640.0,22017851392.0,7.7969006592e+11,0.145,0.296,99.544,0.0,0.0,0.015,0.0,55808.0,909294.0,1269931.800,0.0,0.0,10194.0,11879.600,1.230,1.090,1.060
1616750112.253,8789704704.0,811888640.0,22017851392.0,7.7968996352e+11,0.155,0.321,99.509,0.0,0.0,0.015,0.0,1638.400,866113.200,1272859.600,0.0,0.0,10040.400,11894.0,1.220,1.090,1.060
1616750117.253,8790147072.0,811888640.0,22017851392.0,7.79689521152e+11,0.130,0.291,99.564,0.0,0.0,0.015,0.0,2457.600,859595.800,1234218.0,0.0,0.0,9813.400,11610.0,1.200,1.090,1.060
1616750122.253,8790548480.0,811888640.0,22017855488.0,7.79689115648e+11,0.145,0.346,99.484,0.0,0.0,0.025,0.0,0.0,874029.200,1249914.600,0.0,0.0,10070.400,11737.600,1.180,1.090,1.060
1616750127.253,8790683648.0,811888640.0,22017863680.0,7.79688972288e+11,0.150,0.311,99.524,0.0,0.0,0.015,0.0,4915.200,897345.0,1291441.200,0.0,0.0,10368.400,11929.800,1.170,1.080,1.060
1616750132.253,8791900160.0,811888640.0,22017863680.0,7.79687755776e+11,0.145,0.366,99.474,0.0,0.0,0.015,0.0,6553.600,864959.400,1262893.200,0.0,0.0,10053.800,11872.200,1.150,1.080,1.060
1616750137.253,8791920640.0,811888640.0,22017867776.0,7.796877312e+11,0.140,0.406,99.434,0.0,0.0,0.020,0.0,69222.400,910993.200,1234561.800,0.0,0.0,10021.400,11858.200,1.220,1.100,1.060
1616750142.253,8791859200.0,811888640.0,22017867776.0,7.7968779264e+11,0.140,0.371,99.479,0.0,0.0,0.010,0.0,1638.400,906030.200,1270242.400,0.0,0.0,10032.600,11910.0,1.200,1.100,1.060
1616750147.253,8792100864.0,811888640.0,22017871872.0,7.7968754688e+11,0.125,0.386,99.469,0.0,0.0,0.020,0.0,819.200,883961.800,1251948.600,0.0,0.0,9928.200,11733.600,1.190,1.100,1.060
1616750152.253,8792047616.0,811888640.0,22017875968.0,7.79687596032e+11,0.125,0.351,99.514,0.0,0.0,0.010,0.0,2457.600,885067.400,1261204.0,0.0,0.0,10045.200,11883.800,1.170,1.090,1.060
